[RTREE] This is node 1008 at depth: 4, the bounding box is (894.804,209.953), (973.64,856.398), leaf: 0, edge: 1
[RTREE] This is node 358 at depth: 4, the bounding box is (-251.887,-848.554), (41.6887,-826.718), leaf: 0, edge: 1
[RTREE] This is node 382 at depth: 4, the bounding box is (-588.048,-915.412), (528.06,-633.059), leaf: 0, edge: 1
[RTREE] This is node 1125 at depth: 4, the bounding box is (-574.88,-667.306), (755.127,-154.179), leaf: 0, edge: 1
[RTREE] This is node 1172 at depth: 3, the bounding box is (-800.315,-936.565), (755.127,484.358), leaf: 1, edge: 0
[RTREE] This is node 407 at depth: 2, the bounding box is (-993.575,-957.733), (999.368,806.821), leaf: 0, edge: 0
[RTREE] This is node 729 at depth: 4, the bounding box is (-191.484,-225.433), (498.744,-27.2112), leaf: 0, edge: 1
[RTREE] This is node 345 at depth: 4, the bounding box is (-956.537,-339.688), (-368.434,-60.9306), leaf: 0, edge: 1
[RTREE] This is node 666 at depth: 4, the bounding box is (-189.969,-383.152), (-69.7949,-274.393), leaf: 0, edge: 1
[RTREE] This is node 673 at depth: 4, the bounding box is (-578.686,-478.891), (-111.796,-168.862), leaf: 0, edge: 1
[RTREE] This is node 688 at depth: 4, the bounding box is (-306.926,-780.561), (303.72,-184.815), leaf: 0, edge: 1
[RTREE] This is node 735 at depth: 4, the bounding box is (-218.272,-442.347), (227.604,-138.254), leaf: 0, edge: 1
[RTREE] This is node 758 at depth: 4, the bounding box is (-244.419,-653.46), (-99.5249,-49.1885), leaf: 0, edge: 1
[RTREE] This is node 1080 at depth: 4, the bounding box is (-43.3519,-293.169), (208.458,-84.6607), leaf: 0, edge: 1
[RTREE] This is node 1086 at depth: 4, the bounding box is (-171.981,-506.279), (439.381,-475.79), leaf: 0, edge: 1
[RTREE] This is node 297 at depth: 3, the bounding box is (-956.537,-780.561), (498.744,-27.2112), leaf: 1, edge: 0
[RTREE] This is node 1062 at depth: 4, the bounding box is (-376.148,-844.886), (-144.178,349.819), leaf: 0, edge: 1
[RTREE] This is node 680 at depth: 4, the bounding box is (-323.643,-869.057), (50.951,694.891), leaf: 0, edge: 1
[RTREE] This is node 662 at depth: 4, the bounding box is (-886.462,-828.458), (-205.246,804.06), leaf: 0, edge: 1
[RTREE] This is node 656 at depth: 4, the bounding box is (-413.107,-770.668), (-128.831,590.445), leaf: 0, edge: 1
[RTREE] This is node 706 at depth: 4, the bounding box is (-483.552,-745.989), (-249.616,801.44), leaf: 0, edge: 1
[RTREE] This is node 795 at depth: 4, the bounding box is (-809.162,-856.698), (-173.749,601.38), leaf: 0, edge: 1
[RTREE] This is node 800 at depth: 4, the bounding box is (-780.61,-263.421), (-121.425,-49.4536), leaf: 0, edge: 1
[RTREE] This is node 814 at depth: 4, the bounding box is (-317.758,-659.822), (-286.993,-318.461), leaf: 0, edge: 1
[RTREE] This is node 839 at depth: 4, the bounding box is (-695.175,-574.993), (-386.606,376.904), leaf: 0, edge: 1
[RTREE] This is node 844 at depth: 4, the bounding box is (-572.978,576.14), (-62.5565,688.199), leaf: 0, edge: 1
[RTREE] This is node 1075 at depth: 4, the bounding box is (-627.866,-805.566), (-274.987,-214.832), leaf: 0, edge: 1
[RTREE] This is node 1085 at depth: 4, the bounding box is (-170.49,-861.594), (-54.4684,500.826), leaf: 0, edge: 1
[RTREE] This is node 722 at depth: 3, the bounding box is (-886.462,-869.057), (50.951,804.06), leaf: 1, edge: 0
[RTREE] This is node 272 at depth: 4, the bounding box is (198.255,-800.649), (887.764,-223.769), leaf: 0, edge: 1
[RTREE] This is node 83 at depth: 4, the bounding box is (-953.598,-804.671), (658.455,-236.895), leaf: 0, edge: 1
[RTREE] This is node 253 at depth: 4, the bounding box is (-528.452,-748.588), (859.708,28.7639), leaf: 0, edge: 1
[RTREE] This is node 809 at depth: 4, the bounding box is (-41.7229,-403.376), (728.928,-392.496), leaf: 0, edge: 1
[RTREE] This is node 823 at depth: 4, the bounding box is (-939.195,-310.243), (862.904,-95.0929), leaf: 0, edge: 1
[RTREE] This is node 1051 at depth: 4, the bounding box is (-559.407,-804.486), (597.01,-648.491), leaf: 0, edge: 1
[RTREE] This is node 1054 at depth: 4, the bounding box is (-703.858,-494.644), (701.271,-272.338), leaf: 0, edge: 1
[RTREE] This is node 1069 at depth: 4, the bounding box is (267.239,-132.713), (337.592,-23.9107), leaf: 0, edge: 1
[RTREE] This is node 1077 at depth: 4, the bounding box is (-194.158,-83.7296), (665.702,-7.7425), leaf: 0, edge: 1
[RTREE] This is node 1089 at depth: 4, the bounding box is (-197.559,-339.387), (814.541,-228.811), leaf: 0, edge: 1
[RTREE] This is node 177 at depth: 3, the bounding box is (-953.598,-804.671), (887.764,28.7639), leaf: 1, edge: 0
[RTREE] This is node 845 at depth: 4, the bounding box is (-940.828,-971.669), (-930.365,-269.643), leaf: 0, edge: 1
[RTREE] This is node 697 at depth: 4, the bounding box is (-679.32,-889.004), (-341.021,-344.635), leaf: 0, edge: 1
[RTREE] This is node 727 at depth: 4, the bounding box is (-703.703,-859.564), (8.5539,113.746), leaf: 0, edge: 1
[RTREE] This is node 733 at depth: 4, the bounding box is (-459.55,-929.017), (241.52,-187.271), leaf: 0, edge: 1
[RTREE] This is node 734 at depth: 4, the bounding box is (-738.645,-886.142), (632.738,-358.708), leaf: 0, edge: 1
[RTREE] This is node 763 at depth: 4, the bounding box is (-465.594,-892.381), (-358.316,-348.761), leaf: 0, edge: 1
[RTREE] This is node 765 at depth: 4, the bounding box is (-373.074,-964.936), (279.482,-294.53), leaf: 0, edge: 1
[RTREE] This is node 830 at depth: 4, the bounding box is (-857.338,-926.247), (537.975,-796.533), leaf: 0, edge: 1
[RTREE] This is node 859 at depth: 4, the bounding box is (-638.729,-863.641), (150.024,-564.833), leaf: 0, edge: 1
[RTREE] This is node 1059 at depth: 4, the bounding box is (583.704,-480.906), (604.25,41.0299), leaf: 0, edge: 1
[RTREE] This is node 1088 at depth: 4, the bounding box is (440.48,-851.814), (485.979,-754.777), leaf: 0, edge: 1
[RTREE] This is node 1091 at depth: 4, the bounding box is (464.275,-896.259), (467.765,-698.783), leaf: 0, edge: 1
[RTREE] This is node 317 at depth: 3, the bounding box is (-940.828,-971.669), (632.738,113.746), leaf: 1, edge: 0
[RTREE] This is node 168 at depth: 4, the bounding box is (628.46,-27.191), (759.921,-13.0507), leaf: 0, edge: 1
[RTREE] This is node 158 at depth: 4, the bounding box is (242.357,-377.835), (856.37,51.2399), leaf: 0, edge: 1
[RTREE] This is node 665 at depth: 4, the bounding box is (-900.205,-139.511), (358.976,-82.7035), leaf: 0, edge: 1
[RTREE] This is node 674 at depth: 4, the bounding box is (381.599,-752.82), (748.435,-321.36), leaf: 0, edge: 1
[RTREE] This is node 675 at depth: 4, the bounding box is (-135.972,-808.371), (404.246,-222.485), leaf: 0, edge: 1
[RTREE] This is node 685 at depth: 4, the bounding box is (458.158,-804.267), (496.456,-336.004), leaf: 0, edge: 1
[RTREE] This is node 695 at depth: 4, the bounding box is (-103.542,-407.054), (344.609,-144.21), leaf: 0, edge: 1
[RTREE] This is node 709 at depth: 4, the bounding box is (100.546,-390.695), (295.823,-179.304), leaf: 0, edge: 1
[RTREE] This is node 741 at depth: 3, the bounding box is (-900.205,-808.371), (856.37,51.2399), leaf: 1, edge: 0
[RTREE] This is node 1031 at depth: 4, the bounding box is (16.1356,-533.398), (830.655,484.786), leaf: 0, edge: 1
[RTREE] This is node 810 at depth: 4, the bounding box is (344.083,177.667), (547.17,462.269), leaf: 0, edge: 1
[RTREE] This is node 1026 at depth: 4, the bounding box is (131.447,-788.064), (441.526,594.187), leaf: 0, edge: 1
[RTREE] This is node 1028 at depth: 4, the bounding box is (34.3826,-225.721), (409.299,727.966), leaf: 0, edge: 1
[RTREE] This is node 1038 at depth: 4, the bounding box is (-261.197,-645.665), (175.14,550.493), leaf: 0, edge: 1
[RTREE] This is node 1042 at depth: 4, the bounding box is (-26.3787,131.413), (363.232,326.981), leaf: 0, edge: 1
[RTREE] This is node 1043 at depth: 4, the bounding box is (276.785,-416.119), (754.92,581.327), leaf: 0, edge: 1
[RTREE] This is node 1044 at depth: 4, the bounding box is (-557.883,164.729), (204.127,552.339), leaf: 0, edge: 1
[RTREE] This is node 1047 at depth: 4, the bounding box is (-896.976,-365.986), (24.3106,702.193), leaf: 0, edge: 1
[RTREE] This is node 1049 at depth: 4, the bounding box is (-652.584,-579.661), (359.749,295.376), leaf: 0, edge: 1
[RTREE] This is node 1050 at depth: 4, the bounding box is (-93.2041,-729.972), (377.887,309.18), leaf: 0, edge: 1
[RTREE] This is node 1056 at depth: 4, the bounding box is (-700.786,-28.18), (86.5533,433.97), leaf: 0, edge: 1
[RTREE] This is node 1057 at depth: 4, the bounding box is (-732.804,173.992), (854.308,658.963), leaf: 0, edge: 1
[RTREE] This is node 1058 at depth: 4, the bounding box is (-31.8567,232.196), (444.02,408.737), leaf: 0, edge: 1
[RTREE] This is node 1073 at depth: 4, the bounding box is (312.251,376.585), (725.092,630.11), leaf: 0, edge: 1
[RTREE] This is node 1079 at depth: 4, the bounding box is (-292.294,-345.745), (174.635,569.319), leaf: 0, edge: 1
[RTREE] This is node 854 at depth: 3, the bounding box is (-896.976,-788.064), (854.308,727.966), leaf: 1, edge: 0
[RTREE] This is node 304 at depth: 4, the bounding box is (-152.57,47.8929), (818.759,80.399), leaf: 0, edge: 1
[RTREE] This is node 146 at depth: 4, the bounding box is (-765.974,-241.357), (513.959,-32.0735), leaf: 0, edge: 1
[RTREE] This is node 301 at depth: 4, the bounding box is (-2.96634,-951.657), (868.173,-194.192), leaf: 0, edge: 1
[RTREE] This is node 308 at depth: 4, the bounding box is (385.482,-475.156), (634.362,-406.108), leaf: 0, edge: 1
[RTREE] This is node 313 at depth: 4, the bounding box is (267.336,145.038), (494.454,178.268), leaf: 0, edge: 1
[RTREE] This is node 677 at depth: 4, the bounding box is (-514.687,-955.731), (386.774,57.0509), leaf: 0, edge: 1
[RTREE] This is node 679 at depth: 4, the bounding box is (-608.064,-896.927), (611.888,76.9848), leaf: 0, edge: 1
[RTREE] This is node 861 at depth: 4, the bounding box is (-866.642,-855.424), (774.698,72.9213), leaf: 0, edge: 1
[RTREE] This is node 1045 at depth: 4, the bounding box is (-538.027,-922.815), (-186.499,200.775), leaf: 0, edge: 1
[RTREE] This is node 1052 at depth: 4, the bounding box is (-64.6102,-860.483), (776.841,-126.206), leaf: 0, edge: 1
[RTREE] This is node 862 at depth: 3, the bounding box is (-866.642,-955.731), (868.173,200.775), leaf: 1, edge: 0
[RTREE] This is node 726 at depth: 4, the bounding box is (-727.721,448.626), (-127.663,561.755), leaf: 0, edge: 1
[RTREE] This is node 671 at depth: 4, the bounding box is (-916.997,-52.1219), (-314.951,599.373), leaf: 0, edge: 1
[RTREE] This is node 701 at depth: 4, the bounding box is (-783.026,-347.473), (-627.714,153.015), leaf: 0, edge: 1
[RTREE] This is node 736 at depth: 4, the bounding box is (-839.924,-80.3275), (395.31,658.82), leaf: 0, edge: 1
[RTREE] This is node 757 at depth: 4, the bounding box is (-647.995,-220.88), (-370.053,368.449), leaf: 0, edge: 1
[RTREE] This is node 772 at depth: 4, the bounding box is (-928.43,-798.254), (-77.7369,482.642), leaf: 0, edge: 1
[RTREE] This is node 1037 at depth: 4, the bounding box is (-651.788,261.162), (635.069,297.243), leaf: 0, edge: 1
[RTREE] This is node 1040 at depth: 4, the bounding box is (-728.934,657.556), (599.169,713.402), leaf: 0, edge: 1
[RTREE] This is node 1070 at depth: 4, the bounding box is (-236.523,-817.623), (326.555,791.435), leaf: 0, edge: 1
[RTREE] This is node 1082 at depth: 4, the bounding box is (-166.548,192.521), (541.071,729.464), leaf: 0, edge: 1
[RTREE] This is node 1048 at depth: 3, the bounding box is (-928.43,-817.623), (635.069,791.435), leaf: 1, edge: 0
[RTREE] This is node 777 at depth: 4, the bounding box is (-828.06,-109.775), (-767.591,758.223), leaf: 0, edge: 1
[RTREE] This is node 748 at depth: 4, the bounding box is (-679.136,-878.645), (-572.885,387.132), leaf: 0, edge: 1
[RTREE] This is node 791 at depth: 4, the bounding box is (-819.448,-0.238596), (-680.253,399.233), leaf: 0, edge: 1
[RTREE] This is node 794 at depth: 4, the bounding box is (-705.229,474.953), (-699.817,691.621), leaf: 0, edge: 1
[RTREE] This is node 828 at depth: 4, the bounding box is (-644.059,-118.029), (-435.615,441.493), leaf: 0, edge: 1
[RTREE] This is node 856 at depth: 4, the bounding box is (-780.827,-761.128), (-697.277,590.385), leaf: 0, edge: 1
[RTREE] This is node 1066 at depth: 4, the bounding box is (-785.32,-571.609), (-718.102,798.385), leaf: 0, edge: 1
[RTREE] This is node 1067 at depth: 3, the bounding box is (-828.06,-878.645), (-435.615,798.385), leaf: 1, edge: 0
[RTREE] This is node 255 at depth: 4, the bounding box is (-880.21,-555.55), (-768.073,-463.444), leaf: 0, edge: 1
[RTREE] This is node 275 at depth: 4, the bounding box is (-888.993,-680.424), (-288.784,-20.8786), leaf: 0, edge: 1
[RTREE] This is node 243 at depth: 4, the bounding box is (-442.784,-428.023), (297.376,-315.88), leaf: 0, edge: 1
[RTREE] This is node 266 at depth: 4, the bounding box is (-244.72,-314.052), (5.49958,-63.552), leaf: 0, edge: 1
[RTREE] This is node 276 at depth: 4, the bounding box is (-535.239,-229.136), (174.807,-74.6815), leaf: 0, edge: 1
[RTREE] This is node 296 at depth: 4, the bounding box is (-842.692,-517.935), (-529.243,-377.839), leaf: 0, edge: 1
[RTREE] This is node 778 at depth: 4, the bounding box is (-810.275,-437.091), (834.947,-351.237), leaf: 0, edge: 1
[RTREE] This is node 786 at depth: 4, the bounding box is (-722.425,-484.05), (639.222,-324.402), leaf: 0, edge: 1
[RTREE] This is node 1078 at depth: 3, the bounding box is (-888.993,-680.424), (834.947,-20.8786), leaf: 1, edge: 0
[RTREE] This is node 670 at depth: 4, the bounding box is (-846.876,-721.057), (-834.595,-486.493), leaf: 0, edge: 1
[RTREE] This is node 711 at depth: 4, the bounding box is (-409.805,-620.972), (-134.374,-360.885), leaf: 0, edge: 1
[RTREE] This is node 740 at depth: 4, the bounding box is (-670.219,-619.299), (-452.906,-129.769), leaf: 0, edge: 1
[RTREE] This is node 774 at depth: 4, the bounding box is (-774.102,-505.061), (403.959,-381.588), leaf: 0, edge: 1
[RTREE] This is node 1025 at depth: 4, the bounding box is (-766.511,-474.895), (-588.541,-109.895), leaf: 0, edge: 1
[RTREE] This is node 1030 at depth: 4, the bounding box is (-188.31,-667.746), (-60.7579,-566.007), leaf: 0, edge: 1
[RTREE] This is node 1032 at depth: 4, the bounding box is (-941.613,-708.124), (340.354,-640.479), leaf: 0, edge: 1
[RTREE] This is node 1074 at depth: 4, the bounding box is (-640.93,-703.378), (-496.729,-426.25), leaf: 0, edge: 1
[RTREE] This is node 1087 at depth: 3, the bounding box is (-941.613,-721.057), (403.959,-109.895), leaf: 1, edge: 0
[RTREE] This is node 863 at depth: 2, the bounding box is (-956.537,-971.669), (887.764,804.06), leaf: 0, edge: 0
[RTREE] This is node 969 at depth: 4, the bounding box is (-552.621,-589.289), (649.707,541.39), leaf: 0, edge: 1
[RTREE] This is node 968 at depth: 4, the bounding box is (-202.365,-873.924), (282.288,501.107), leaf: 0, edge: 1
[RTREE] This is node 870 at depth: 4, the bounding box is (-703.027,-569.668), (-270.366,710.516), leaf: 0, edge: 1
[RTREE] This is node 895 at depth: 4, the bounding box is (-744.669,-491.77), (545.137,742.672), leaf: 0, edge: 1
[RTREE] This is node 944 at depth: 4, the bounding box is (-544.346,-834.642), (58.4117,376.459), leaf: 0, edge: 1
[RTREE] This is node 954 at depth: 4, the bounding box is (-627.195,-449.804), (-542.12,94.8927), leaf: 0, edge: 1
[RTREE] This is node 964 at depth: 4, the bounding box is (-572.271,-347.512), (-432.882,550.049), leaf: 0, edge: 1
[RTREE] This is node 980 at depth: 4, the bounding box is (-719.394,-611.55), (-522.455,354.598), leaf: 0, edge: 1
[RTREE] This is node 988 at depth: 4, the bounding box is (-698.935,-734.948), (-571.294,-20.9568), leaf: 0, edge: 1
[RTREE] This is node 1003 at depth: 4, the bounding box is (-187.436,-791.809), (564.65,97.6748), leaf: 0, edge: 1
[RTREE] This is node 1007 at depth: 4, the bounding box is (-885.576,-737.23), (-389.898,-3.27163), leaf: 0, edge: 1
[RTREE] This is node 1009 at depth: 4, the bounding box is (-929.89,-822.03), (-46.9416,302.183), leaf: 0, edge: 1
[RTREE] This is node 1020 at depth: 4, the bounding box is (-454.456,-417.858), (520.564,498.401), leaf: 0, edge: 1
[RTREE] This is node 1021 at depth: 4, the bounding box is (-471.135,-426.399), (450.467,-126.249), leaf: 0, edge: 1
[RTREE] This is node 700 at depth: 3, the bounding box is (-929.89,-873.924), (649.707,742.672), leaf: 1, edge: 0
[RTREE] This is node 896 at depth: 4, the bounding box is (28.8429,-987.857), (696.814,-461.202), leaf: 0, edge: 1
[RTREE] This is node 843 at depth: 4, the bounding box is (662.704,-973.499), (679.944,-280.604), leaf: 0, edge: 1
[RTREE] This is node 902 at depth: 4, the bounding box is (85.2135,-814.836), (272.211,-369.65), leaf: 0, edge: 1
[RTREE] This is node 938 at depth: 4, the bounding box is (45.0717,-760.754), (866.562,-455.094), leaf: 0, edge: 1
[RTREE] This is node 950 at depth: 4, the bounding box is (183.914,-727.951), (265.433,5.24982), leaf: 0, edge: 1
[RTREE] This is node 952 at depth: 4, the bounding box is (89.3275,-635.783), (908.563,303.384), leaf: 0, edge: 1
[RTREE] This is node 961 at depth: 4, the bounding box is (94.0111,-857.35), (525.74,551.891), leaf: 0, edge: 1
[RTREE] This is node 992 at depth: 4, the bounding box is (562.525,-582.927), (850.364,-506.541), leaf: 0, edge: 1
[RTREE] This is node 1002 at depth: 4, the bounding box is (42.0341,-703.323), (349.042,-223.234), leaf: 0, edge: 1
[RTREE] This is node 1005 at depth: 4, the bounding box is (52.6264,-445.04), (631.832,-34.2236), leaf: 0, edge: 1
[RTREE] This is node 1036 at depth: 4, the bounding box is (826.407,-379.754), (887.945,-139.211), leaf: 0, edge: 1
[RTREE] This is node 88 at depth: 3, the bounding box is (28.8429,-987.857), (908.563,551.891), leaf: 1, edge: 0
[RTREE] This is node 789 at depth: 4, the bounding box is (-466.823,289.541), (815.233,650.18), leaf: 0, edge: 1
[RTREE] This is node 792 at depth: 4, the bounding box is (-333.169,-35.4473), (858.004,414.742), leaf: 0, edge: 1
[RTREE] This is node 797 at depth: 4, the bounding box is (233.394,171.698), (665.725,777.508), leaf: 0, edge: 1
[RTREE] This is node 813 at depth: 4, the bounding box is (-155.898,-112.222), (688.744,667.753), leaf: 0, edge: 1
[RTREE] This is node 970 at depth: 4, the bounding box is (-446.639,175.447), (93.2807,246.207), leaf: 0, edge: 1
[RTREE] This is node 973 at depth: 4, the bounding box is (163.825,-172.452), (390.174,591.554), leaf: 0, edge: 1
[RTREE] This is node 979 at depth: 4, the bounding box is (-322.022,105.158), (295.17,231.339), leaf: 0, edge: 1
[RTREE] This is node 983 at depth: 4, the bounding box is (-69.0652,-356.69), (402.1,127.936), leaf: 0, edge: 1
[RTREE] This is node 985 at depth: 4, the bounding box is (-435.835,480.226), (433.139,563.232), leaf: 0, edge: 1
[RTREE] This is node 996 at depth: 4, the bounding box is (14.8404,-96.7654), (533.025,287.855), leaf: 0, edge: 1
[RTREE] This is node 997 at depth: 4, the bounding box is (-445.95,124.056), (11.7304,225.222), leaf: 0, edge: 1
[RTREE] This is node 1019 at depth: 4, the bounding box is (1.02836,25.2637), (714.727,370.131), leaf: 0, edge: 1
[RTREE] This is node 668 at depth: 3, the bounding box is (-466.823,-356.69), (858.004,777.508), leaf: 1, edge: 0
[RTREE] This is node 698 at depth: 4, the bounding box is (259.836,68.6433), (737.563,185.828), leaf: 0, edge: 1
[RTREE] This is node 684 at depth: 4, the bounding box is (-972.884,-560.595), (710.42,413.89), leaf: 0, edge: 1
[RTREE] This is node 710 at depth: 4, the bounding box is (-721.014,-541.545), (671.324,685.083), leaf: 0, edge: 1
[RTREE] This is node 690 at depth: 4, the bounding box is (-39.0104,201.851), (448.264,517.141), leaf: 0, edge: 1
[RTREE] This is node 702 at depth: 4, the bounding box is (-415.463,-149.371), (313.482,669.681), leaf: 0, edge: 1
[RTREE] This is node 712 at depth: 4, the bounding box is (-385.62,-188.432), (375.528,577.724), leaf: 0, edge: 1
[RTREE] This is node 718 at depth: 4, the bounding box is (-758.591,-152.329), (176.347,446.799), leaf: 0, edge: 1
[RTREE] This is node 721 at depth: 4, the bounding box is (86.5189,251.003), (474.045,457.221), leaf: 0, edge: 1
[RTREE] This is node 812 at depth: 4, the bounding box is (-936.113,-271.07), (362.731,495.403), leaf: 0, edge: 1
[RTREE] This is node 866 at depth: 4, the bounding box is (-928.979,246.871), (-426.515,363.283), leaf: 0, edge: 1
[RTREE] This is node 869 at depth: 4, the bounding box is (-880.873,-513.366), (666.187,-407.407), leaf: 0, edge: 1
[RTREE] This is node 898 at depth: 4, the bounding box is (-936.118,-198.721), (254.259,583.547), leaf: 0, edge: 1
[RTREE] This is node 939 at depth: 4, the bounding box is (-969.846,-350.701), (-6.20061,592.006), leaf: 0, edge: 1
[RTREE] This is node 981 at depth: 4, the bounding box is (-871.486,43.2478), (583.469,292.339), leaf: 0, edge: 1
[RTREE] This is node 991 at depth: 4, the bounding box is (533.179,-411.118), (731.175,601.971), leaf: 0, edge: 1
[RTREE] This is node 1000 at depth: 4, the bounding box is (-795.67,-139.843), (315.149,96.6601), leaf: 0, edge: 1
[RTREE] This is node 755 at depth: 3, the bounding box is (-972.884,-560.595), (737.563,685.083), leaf: 1, edge: 0
[RTREE] This is node 739 at depth: 4, the bounding box is (448.473,-454.193), (525.218,705.959), leaf: 0, edge: 1
[RTREE] This is node 193 at depth: 4, the bounding box is (330.106,49.2876), (768.667,808.348), leaf: 0, edge: 1
[RTREE] This is node 192 at depth: 4, the bounding box is (167.533,-230.961), (842.177,686.722), leaf: 0, edge: 1
[RTREE] This is node 244 at depth: 4, the bounding box is (-156.291,-37.2939), (555.001,741.394), leaf: 0, edge: 1
[RTREE] This is node 249 at depth: 4, the bounding box is (282.481,-756.82), (701.791,617.803), leaf: 0, edge: 1
[RTREE] This is node 784 at depth: 4, the bounding box is (111.991,20.8099), (556.738,782.636), leaf: 0, edge: 1
[RTREE] This is node 978 at depth: 4, the bounding box is (306.401,-732.733), (455.451,753.78), leaf: 0, edge: 1
[RTREE] This is node 785 at depth: 3, the bounding box is (-156.291,-756.82), (842.177,808.348), leaf: 1, edge: 0
[RTREE] This is node 69 at depth: 4, the bounding box is (708.967,-459.062), (913.211,609.535), leaf: 0, edge: 1
[RTREE] This is node 11 at depth: 4, the bounding box is (474.867,-475.822), (813.992,222.558), leaf: 0, edge: 1
[RTREE] This is node 664 at depth: 4, the bounding box is (722.559,-914.346), (730.549,-395.26), leaf: 0, edge: 1
[RTREE] This is node 752 at depth: 4, the bounding box is (582.742,-965.574), (838.659,-444.535), leaf: 0, edge: 1
[RTREE] This is node 815 at depth: 4, the bounding box is (-149.616,239.401), (817.864,298.112), leaf: 0, edge: 1
[RTREE] This is node 816 at depth: 4, the bounding box is (158.313,-203.977), (894.333,34.7729), leaf: 0, edge: 1
[RTREE] This is node 982 at depth: 4, the bounding box is (-116.107,-751.608), (870.796,-26.3574), leaf: 0, edge: 1
[RTREE] This is node 995 at depth: 4, the bounding box is (-140.851,-964.203), (734.732,267.973), leaf: 0, edge: 1
[RTREE] This is node 1065 at depth: 4, the bounding box is (-15.6295,-126.839), (905.018,-17.5155), leaf: 0, edge: 1
[RTREE] This is node 817 at depth: 3, the bounding box is (-149.616,-965.574), (913.211,609.535), leaf: 1, edge: 0
[RTREE] This is node 280 at depth: 4, the bounding box is (287.388,-767.87), (303.884,235.885), leaf: 0, edge: 1
[RTREE] This is node 7 at depth: 4, the bounding box is (195.233,-900.321), (458.716,544.398), leaf: 0, edge: 1
[RTREE] This is node 707 at depth: 4, the bounding box is (-129.916,-989.78), (439.839,140.578), leaf: 0, edge: 1
[RTREE] This is node 867 at depth: 4, the bounding box is (-73.6972,-141.497), (767.971,467.567), leaf: 0, edge: 1
[RTREE] This is node 890 at depth: 4, the bounding box is (299.501,-520.732), (519.665,179.735), leaf: 0, edge: 1
[RTREE] This is node 891 at depth: 3, the bounding box is (-129.916,-989.78), (767.971,544.398), leaf: 1, edge: 0
[RTREE] This is node 889 at depth: 4, the bounding box is (-177.862,-640.365), (-87.4051,-340.068), leaf: 0, edge: 1
[RTREE] This is node 78 at depth: 4, the bounding box is (-212.365,-990.393), (799.133,602.176), leaf: 0, edge: 1
[RTREE] This is node 270 at depth: 4, the bounding box is (-116.922,-786.036), (754.229,393.597), leaf: 0, edge: 1
[RTREE] This is node 661 at depth: 4, the bounding box is (120.391,-945.084), (248.186,-752.557), leaf: 0, edge: 1
[RTREE] This is node 663 at depth: 4, the bounding box is (-85.6765,-867.886), (733.571,501.217), leaf: 0, edge: 1
[RTREE] This is node 705 at depth: 4, the bounding box is (436.04,-904.981), (480.76,-594.548), leaf: 0, edge: 1
[RTREE] This is node 841 at depth: 4, the bounding box is (94.2344,-969.83), (622.767,-650.466), leaf: 0, edge: 1
[RTREE] This is node 877 at depth: 4, the bounding box is (164.451,-276.724), (734.276,-214.053), leaf: 0, edge: 1
[RTREE] This is node 987 at depth: 4, the bounding box is (-190.4,-966.202), (368.526,-325.073), leaf: 0, edge: 1
[RTREE] This is node 1033 at depth: 4, the bounding box is (-115.374,-983.927), (181.981,751.813), leaf: 0, edge: 1
[RTREE] This is node 1039 at depth: 4, the bounding box is (-211.672,-885.617), (882.747,804.463), leaf: 0, edge: 1
[RTREE] This is node 1090 at depth: 4, the bounding box is (367.445,-989.101), (686.529,553.314), leaf: 0, edge: 1
[RTREE] This is node 942 at depth: 3, the bounding box is (-212.365,-990.393), (882.747,804.463), leaf: 1, edge: 0
[RTREE] This is node 667 at depth: 4, the bounding box is (652.804,195.145), (913.487,707.798), leaf: 0, edge: 1
[RTREE] This is node 302 at depth: 4, the bounding box is (515.901,-595.233), (987.345,604.263), leaf: 0, edge: 1
[RTREE] This is node 303 at depth: 4, the bounding box is (515.377,121.376), (919.87,215.59), leaf: 0, edge: 1
[RTREE] This is node 335 at depth: 4, the bounding box is (581.089,-727.341), (966.611,200.823), leaf: 0, edge: 1
[RTREE] This is node 657 at depth: 4, the bounding box is (-636.905,273.322), (186.748,495.055), leaf: 0, edge: 1
[RTREE] This is node 659 at depth: 4, the bounding box is (-614.886,-72.8024), (795.402,296.639), leaf: 0, edge: 1
[RTREE] This is node 660 at depth: 4, the bounding box is (-542.316,462.35), (794.31,685.318), leaf: 0, edge: 1
[RTREE] This is node 687 at depth: 4, the bounding box is (511.181,-437.868), (543.082,608.829), leaf: 0, edge: 1
[RTREE] This is node 998 at depth: 4, the bounding box is (364.896,559.464), (913.15,644.325), leaf: 0, edge: 1
[RTREE] This is node 1015 at depth: 4, the bounding box is (-343.383,-448.579), (800.477,-393.658), leaf: 0, edge: 1
[RTREE] This is node 1055 at depth: 4, the bounding box is (-506.003,-547.461), (947.509,-402.979), leaf: 0, edge: 1
[RTREE] This is node 1063 at depth: 4, the bounding box is (-392.347,-428.638), (946.841,694.206), leaf: 0, edge: 1
[RTREE] This is node 1071 at depth: 4, the bounding box is (532.197,-445.797), (946.549,387.329), leaf: 0, edge: 1
[RTREE] This is node 948 at depth: 3, the bounding box is (-636.905,-727.341), (987.345,707.798), leaf: 1, edge: 0
[RTREE] This is node 937 at depth: 4, the bounding box is (-944.168,-673.127), (48.4293,-487.167), leaf: 0, edge: 1
